Contents,Mints,CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,IGCH,Coin count,min coin count,max coin count,coin count approximate,coin count uncertain,Hacksilver coint,Ingot count,lot,Mint 1 URI,Mint 2 URI,mint uncertain,Authority 1 URI,Authority 2 URI,authority uncertain,Stated authority,Dynasty URI,Material 1 URI,Material 2 URI,material uncertain,Denomination 1 URI,Denomination 2 URI,denomination uncertain,Region 1 URI,Region 2 URI,Region 3 URI,Authenticity
,,,,,,,,,8.282,,,,1,,,,,,,,http://nomisma.org/id/abydus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.282,,,,2,,,,,,,,http://nomisma.org/id/colophon,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.282,,,,5,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,http://nomisma.org/id/asia_minor,,,
,,,,,,,,,8.282,,,,1,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.282,,,,1,,,,,,,,http://nomisma.org/id/sardes,,,http://nomisma.org/id/philip_iii_arrhidaeus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.282,,,,2,,,,,,,,http://nomisma.org/id/lampsacus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.282,,,,1,,,,,,,,http://nomisma.org/id/aenus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.282,,,,1,,,,,,,,http://nomisma.org/id/ephesus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.282,,,,1,,,,,,,,,,,http://nomisma.org/id/demetrius_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.282,,,,93,,,,,,,,,,,http://nomisma.org/id/euboean_league,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.282,,,,7,,,,,,,,http://nomisma.org/id/athens,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.282,,,,1,,,,,,,,http://nomisma.org/id/seleuceia_ad_tigrim,,,http://nomisma.org/id/antiochus_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
30 AR,"Macedonia, Alexander III: dr.",,,,,,,,8.293,,,,30,,,,,,,,,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
36+ AR,"Rhodian didr.: Ashton Series 1a and 1b (11), 2 (21), 2A (1), 3 (3).

= Ashton, RN 1988 pp. 75-90",,,,,,,,8.294,,,,,36,,,TRUE,,,,http://nomisma.org/id/rhodes,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/didrachm,,,,,,
618 AR,"Macedonia, Alexander III: 8 tetradr. 418 dr. Athens: 80 tetradr. Philip III: 1 tetradr.
41dr.
Lysimachus: 52
Seleucids: 10
Antigonos Gonatas: 18 tetradr.
Attalus (Philetaerus portrait): 4 tetradr.

Iliria:

Alexander III
Tetradrachms
Pella + order mints



",,,,,,,,8.299,,,,80,,,,,,,,http://nomisma.org/id/athens,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/pella_macedon,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,"Drachms
Amphipolis Aphytis Acanthus Mende
Unidentified Macedonian mints Magnesia Carian mints
Cardia Perinthus Melitea Tricca?? Cilician mint(s)
Nagidus Lampsacus Laodicea
Unspecified mints Unpublished examples",,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/amphipolis,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/acanthus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/mende,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,http://nomisma.org/id/macedon,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/magnesia_ad_maeandrum,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,http://nomisma.org/id/caria,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/cardia,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/perinthus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/melitaea,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/tricca,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,http://nomisma.org/id/cilicia,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/nagidus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/lampsacus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/laodiceia_ad_mare,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,"
Philip III
Tetradrachm
Pella

Drachms
Amphipolis Acroathon Acanthus Cardia

Lysimachus
Tetradrachms
Amphipolis

Drachms

No information on mints for Selecus I, Antiochus I, Antigonus Gonatus

Eumenes I
Pergamon",,,,,,,,8.299,,,,1,,,,,,,,http://nomisma.org/id/pella_macedon,,,http://nomisma.org/id/philip_iii_arrhidaeus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/amphipolis,,,http://nomisma.org/id/philip_iii_arrhidaeus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,,,,http://nomisma.org/id/philip_iii_arrhidaeus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/acanthus,,,http://nomisma.org/id/philip_iii_arrhidaeus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/cardia,,,http://nomisma.org/id/philip_iii_arrhidaeus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,http://nomisma.org/id/amphipolis,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,,,TRUE,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,,,,http://nomisma.org/id/seleucus_i,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,8.299,,,,,,,,,,,,,,,http://nomisma.org/id/antiochus_i,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,8.299,,,,18,,,,,,,,,,,http://nomisma.org/id/antigonus_ii,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,8.299,,,,4,,,,,,,,http://nomisma.org/id/pergamum,,,http://nomisma.org/id/attalus_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
353 AR,"Alexander III: 56 tetradr.
Amphipolis: 18 tetradr. Thrace?/Macedonia?/Greece?: 3 tetradr.
Lampsacus: 1 tetradr., 26 dr. Abydus: 13 dr. Chios: 2 dr.
Imitation of Chios: 1 dr. Teos: 3 dr. Kolophon: 68 dr.
Sardes: 1 tetradr., 12 dr. Magnesia ad Maenandrum: 13 dr. 
Miletus: 1 tetradr., 12 dr.
Imitation of Miletus: 1 tetradr. Mylasa: 4 dr. Side: 1 tetradr., 1 dr.
Tarsos: 2 tetradr. Salamis: 1 tetradr. Amathus: 1 tetradr.
",,,,,,,,8.302,,,,18,,,,,,,,http://nomisma.org/id/amphipolis,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,3,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,http://nomisma.org/id/thrace,http://nomisma.org/id/macedon,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/lampsacus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,26,,,,,,,,http://nomisma.org/id/lampsacus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,13,,,,,,,,http://nomisma.org/id/abydus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,2,,,,,,,,http://nomisma.org/id/chios,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,http://nomisma.org/id/chios,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,http://nomisma.org/id/contemporary_imitation
,,,,,,,,,8.302,,,,3,,,,,,,,http://nomisma.org/id/teos,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,68,,,,,,,,http://nomisma.org/id/colophon,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/sardes,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,12,,,,,,,,http://nomisma.org/id/sardes,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,13,,,,,,,,http://nomisma.org/id/magnesia_ad_maeandrum,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/miletus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,12,,,,,,,,http://nomisma.org/id/miletus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,http://nomisma.org/id/miletus,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,http://nomisma.org/id/contemporary_imitation
,,,,,,,,,8.302,,,,4,,,,,,,,http://nomisma.org/id/mylasa,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/side,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/side,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,2,,,,,,,,http://nomisma.org/id/tarsus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/salamis_cyprus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/amathus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,"Antigoneia: 1 tetradr. Aradus: 2 tetradr., 1dr. Byblos: 1 tetradr.
Ake: 1 tetradr. Tyre: 1 tetradr., 1 dr. Babylon: 7 tetradr. uncertain: 6 dr.
illegible: 13 tetradr., 58 dr.",,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/antigoneia_syria,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,2,,,,,,,,http://nomisma.org/id/aradus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/aradus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/byblus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/ace_ptolemais,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/tyre,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/tyre,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,7,,,,,,,,http://nomisma.org/id/babylon,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,64,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,13,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,"Lysimachus:
Lysimacheia: 1 tetradr., 1 dr.
Lampsacus: 9 tetradr.
Magnesia ad Maenandrum: 1 tetradr.
Colophon: 1 tetradr., 2 dr.
Ephesus: 1 dr.
Heracleia: 2 tetradr.
Amphipolis: 1 tetradr.
Byzantium: 2 tetradr.
Calchedon?: 1 tetradr., 2 dr.
Parium: 1 tetradr.
uncertain: 6 tetradr.
illegible: 1 tetradr.",,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/lysimachia,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/lysimachia,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,9,,,,,,,,http://nomisma.org/id/lampsacus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/magnesia_ad_maeandrum,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/colophon,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,2,,,,,,,,http://nomisma.org/id/colophon,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/ephesus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,2,,,,,,,,http://nomisma.org/id/heracleia_pontica,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/amphipolis,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,2,,,,,,,,http://nomisma.org/id/byzantium,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/calchedon,,TRUE,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,2,,,,,,,,http://nomisma.org/id/calchedon,,TRUE,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/parium,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,7,,,,,,,,,,TRUE,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,"Macedonia, Demetrius Poliorcetes: tetradr.
Amphipolis 1, uncertain 1, illegible 1 
Pergamum, Attalids: Seleucus I (of Alexandertype):
Ecbatana: 3 tetradr.
Tarsus ?: 1 tetradr.
Antiochus I: Laodicea ad Mare:
of Alexandertype: Laodiceia ad Mare: 1 tetradr.
imitation: 1 tetradr.
of Antiochustype: Seleuceia ad Tigrim: 3 tetradr.
",,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/amphipolis,,,http://nomisma.org/id/demetrius_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,2,,,,,,,,,,TRUE,http://nomisma.org/id/demetrius_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,3,,,,,,,,http://nomisma.org/id/ecbatana,,,http://nomisma.org/id/seleucus_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/tarsus,,TRUE,http://nomisma.org/id/seleucus_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/laodiceia_ad_mare,,,http://nomisma.org/id/antiochus_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,,,TRUE,http://nomisma.org/id/antiochus_i,,,http://nomisma.org/id/laodiceia_ad_mare,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,http://nomisma.org/id/contemporary_imitation
,,,,,,,,,8.302,,,,3,,,,,,,,http://nomisma.org/id/seleuceia_ad_tigrim,,,http://nomisma.org/id/antiochus_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,"Ecbatana: 2 tetradr.
Sardes: 1 tetradr.
Antiochus II:
Seleuceia ad Tigrim: 4 tetradr.
Antioch: 4 tetradr.
""Apameia"": 2 tetradr.
Tarsus: 1 tetradr.
Sardes ?: 1 tetradr.
Lysimacheia: 1 tetradr.
uncertain: 13 tetradr.
221 dr.",,,,,,,,8.302,,,,2,,,,,,,,http://nomisma.org/id/ecbatana,,,http://nomisma.org/id/antiochus_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/sardes,,,http://nomisma.org/id/antiochus_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,4,,,,,,,,http://nomisma.org/id/seleuceia_ad_tigrim,,,http://nomisma.org/id/antiochus_ii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,4,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/antiochus_ii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,2,,,,,,,,http://nomisma.org/id/apameia_syria,,TRUE,http://nomisma.org/id/antiochus_ii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/tarsus,,,http://nomisma.org/id/antiochus_ii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/sardes,,TRUE,http://nomisma.org/id/antiochus_ii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,1,,,,,,,,http://nomisma.org/id/lysimachia,,,http://nomisma.org/id/antiochus_ii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.302,,,,13,,,,,,,,,,TRUE,http://nomisma.org/id/antiochus_ii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
83+ AR,"Calchedon: 3+ tetradr.
Byzantium: 35 tetradr.
Egypt, Ptolemaic: 40+ (w/ Byzantium conuntermarks)
Macedonia, Alexander III: c. 5
Macedonia (w/ Kallatis, countermarks)",,,,,,,,8.305,,,,,3,,,TRUE,,,,http://nomisma.org/id/calchedon,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.305,,,,35,,,,,,,,http://nomisma.org/id/byzantium,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.305,,,,,40,,,TRUE,,,,,,,,,,,http://nomisma.org/id/ptolemaic_dynasty,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,http://nomisma.org/id/greek_egypt,,,
,,,,,,,,,8.305,,,,5,,,TRUE,,,,,,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.305,,,,,,,,TRUE,,,,,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,http://nomisma.org/id/macedon,,,
37? AR tetradr.,"Ptolemy I: Cos, BMC 75 and 78 (2)
Ptolemy I or II: Miletus, BMC 57 (2); Mylasa, BMC 51 (1); 
uncertain, BMC 2 (1); uncertain, BMC 59 (2)
Ptolemy II: 255/4 BC, BMC 112 (1); Sidon, BMC 32 (2); 
254/53 BC, Sidon, BMC 68 (2); 254/53 BC, Sidon, BMC 34 (1); 
Tyros, BMC 37 (2) (1 spec. countermarked); 256 BC, Tyros, BMC 81-85 (1); 
254/3 BC, Tyros, BMC 86-90 (1); 252/2 BC, Tyros, BMC 91-92 (2); 
252/1 BC, Tyros, BMC 93-98 (1); Ace, BMC 39 (1); 
Gaza, 249/8 BC, BMC 141 (1); Joppa to r. (1); uncertain, BMC 1 (1)
Ptolemy III: BMC 33 (1); BMC 43 (1); Sidon, BMC 18-21 but to r. (1)
unidentified: 8
Tyrus: 1",,,,,,,,8.311,,,,2,,,,,,,,http://nomisma.org/id/cos,,,http://nomisma.org/id/ptolemy_i,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.311,,,,2,,,,,,,,http://nomisma.org/id/miletus,,,http://nomisma.org/id/ptolemy_i,http://nomisma.org/id/ptolemy_ii,TRUE,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.311,,,,1,,,,,,,,http://nomisma.org/id/mylasa,,,http://nomisma.org/id/ptolemy_i,http://nomisma.org/id/ptolemy_ii,TRUE,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.311,,,,3,,,,,,,,,,TRUE,http://nomisma.org/id/ptolemy_i,http://nomisma.org/id/ptolemy_ii,TRUE,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.311,,,,2,,,,,,,,,,TRUE,http://nomisma.org/id/ptolemy_ii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
